"","FDT_STA_ID","STA_DESC","Deq_Region","STA_REC_CODE","FDT_DEPTH","FDT_DEPTH_DESC","FDT_PERCENT_FRB","FDT_SSC_CODE","FDT_SPG_CODE","Huc6_Huc_8","Huc6_Huc_8_Name","Huc6_Name","Huc6_Vahu5","Huc6_Huc_12","Huc6_Huc_12_Name","Huc6_Vahu6","STA_LV1_CODE","LV1_DESCRIPTION","STA_LV2_CODE","LV2_DESCRIPTION","STA_LV3_CODE","LV3_DESCRIPTION","STA_CBP_NAME","HUC12","Portion","MAP.x","ASSESS_REG","OFFICE_NM","States","HUType","HUMod","ToHUC","META_ID","Location","VaName","PC_Water","Tidal","VAHUSB","FedName","HUC10","VAHU5","Basin","BASIN_NAME","BASIN_CODE","SUBBASIN","ID305B_1","ID305B_2","ID305B_3","DEPTH","REGION","STA_TYPE1","STA_TYPE2","STA_TYPE3","DD_LAT","DD_LONG","WATERSHED","VAHU6","n","Buffer Distance"
"2401","2BRKR012.86","0.5 miles upstream Rt. 29","Valley","VRO",0.3,"S",50,"000002","PA","02080203","Middle James Buffalo","Rucker Run","JM-G","020802030702","Rucker Run","JM32","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-118","020802030702",NA,"jamesm","VRO","Valley","VA","Standard","NM","020802030703","VA01","Internal","Rucker Run",0,"N","JM","Rucker Run","0208020307","JM-G","James River Basin","James River","2B","James River - Middle","VAV-H13R_RKR01A00",NA,NA,"0.3","VRO","PA","B",NA,37.7253,-78.9088,"H13R","JM32",1,NA
"2402","7-EXE000.81","Exol Swamp at Rt. 614","Piedmont","PRO",0.3,"S",50,"000002","AW","02080102","Great Wicomico Piankatank","Exol Swamp","CB-B","020801020202","Exol Swamp","CB07","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020801020202",NA,"cbaosc","PRO","Piedmont","VA","Standard","NM","020801020203","VA01","Internal","Exol Swamp",0,"N","CB","Exol Swamp","0208010202","CB-B","Ches. Bay and Small Coastal Basin","Chesapeake Bay/Atlantic Ocean and Small Coastal","7A","Chesapeake Bay Tributaries","VAP-C02R_EXE01A06",NA,NA,"S,B","PRO","A",NA,NA,37.72889,-76.76528,"C02R","CB07",1,NA
"2403","3-HRY000.07","Near mouth btw Smoky Pt. and Stove Pt.","Piedmont","PRO",0.1,"M",50,"015172","C2","02080104","Lower Rappahannock","Parrotts Creek-Rappahannock River","RA-Q","020801040602","Rappahannock River-Parrotts Creek","RA68","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA17-0028A","020801040602",NA,"rapp","PRO","Piedmont","VA","Standard","NM","020801040603","VA01","Internal","Rappahannock River-Parrotts Creek",42,"T","RA","Parrotts Creek-Rappahannock River","0208010406","RA-Q","Rappahannock River Basin","Rappahannock River","3",NA,"VAP-E25E_HRY01A06",NA,NA,"S,M,B","PRO","C2","CB-B",NA,37.71598,-76.59825,"E25E","RA68",1,NA
"2404","3-MUB001.45","Mulberry Creek, off Rap at Moratrico","Piedmont","PRO",0.1,"M",50,"015172","C2","02080104","Lower Rappahannock","Parrotts Creek-Rappahannock River","RA-Q","020801040602","Rappahannock River-Parrotts Creek","RA68","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA18-0045A, VA08-0045A","020801040602",NA,"rapp","PRO","Piedmont","VA","Standard","NM","020801040603","VA01","Internal","Rappahannock River-Parrotts Creek",42,"T","RA","Parrotts Creek-Rappahannock River","0208010406","RA-Q","Rappahannock River Basin","Rappahannock River","3",NA,"VAP-E25E_MUB01A02",NA,NA,"S,M,B","PRO","C2","CB-B",NA,37.78647,-76.59683,"E25E","RA68",1,NA
"2405","3-PRR000.54","PARROTTS CREEK, RT. 608 BOAT RAMP","Piedmont","PRO",0.3,"S",50,"000002","AW","02080104","Lower Rappahannock","Parrotts Creek-Rappahannock River","RA-Q","020801040602","Rappahannock River-Parrotts Creek","RA68","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"020801040602",NA,"rapp","PRO","Piedmont","VA","Standard","NM","020801040603","VA01","Internal","Rappahannock River-Parrotts Creek",42,"T","RA","Parrotts Creek-Rappahannock River","0208010406","RA-Q","Rappahannock River Basin","Rappahannock River","3",NA,"VAP-E25E_PRR01A02","VAP-E25E_PRR02A08",NA,"0.3","PRO","A",NA,NA,37.72675,-76.62222,"E25E","RA68",1,NA
"2406","3-RPP019.80","East channel off Greenvale & Belmont Cks","Piedmont","PRO",0.5,"S",50,"015172","C2","02080104","Lower Rappahannock","Parrotts Creek-Rappahannock River","RA-Q","020801040602","Rappahannock River-Parrotts Creek","RA68","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA16-038A, VA06-0088A","020801040602",NA,"rapp","PRO","Piedmont","VA","Standard","NM","020801040603","VA01","Internal","Rappahannock River-Parrotts Creek",42,"T","RA","Parrotts Creek-Rappahannock River","0208010406","RA-Q","Rappahannock River Basin","Rappahannock River","3",NA,"VAP-E25E_RPP02A02","VAP-E25E_RPP01A02","VAP-E26E_RPP02A00","10.5","PRO","C2","CB-B",NA,37.70326,-76.55358,"E25E","RA68",1,NA
"2407","3-RPP025.52","RAPPAHANNOCK RIVER, BUOY 11","Piedmont","PRO",1,"S",50,"845101","CB","02080104","Lower Rappahannock","Parrotts Creek-Rappahannock River","RA-Q","020801040602","Rappahannock River-Parrotts Creek","RA68","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station","LE3.1","020801040602",NA,"rapp","PRO","Piedmont","VA","Standard","NM","020801040603","VA01","Internal","Rappahannock River-Parrotts Creek",42,"T","RA","Parrotts Creek-Rappahannock River","0208010406","RA-Q","Rappahannock River Basin","Rappahannock River","3",NA,"VAP-E25E_RPP02A02","VAP-E25E_RPP01A02","VAP-E26E_RPP02A00","S,M,B","PRO","CB","TR",NA,37.76056,-76.62111,"E25E","RA68",1,NA
"2408","3-RPP025.98","West shore above Punchbowl Point-Mud Cr.","Piedmont","PRO",0.5,"S",50,"015172","C2","02080104","Lower Rappahannock","Parrotts Creek-Rappahannock River","RA-Q","020801040602","Rappahannock River-Parrotts Creek","RA68","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA16-010A, VA06-0060A, 13R51","020801040602",NA,"rapp","PRO","Piedmont","VA","Standard","NM","020801040603","VA01","Internal","Rappahannock River-Parrotts Creek",42,"T","RA","Parrotts Creek-Rappahannock River","0208010406","RA-Q","Rappahannock River Basin","Rappahannock River","3",NA,"VAP-E25E_RPP02A02","VAP-E25E_RPP01A02","VAP-E26E_RPP02A00","S,M,B","PRO","C2","CB-B",NA,37.75015,-76.63467,"E25E","RA68",1,NA
"2409","2-JKS026.01","COVINGTON WATER FILTRATION PLANT","Blue Ridge","WCRO",0.3,"S",50,"000002","AW","02080201","Upper James","Indian Draft-Jackson River","JU-E","020802010503","Jackson River-Indian Draft","JU11","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020802010503",NA,"jamesu","BRRO","Blue Ridge","VA","Standard","KA","020802010504","VA05","Internal","Jackson River-Indian Draft",0,"N","JU","Indian Draft-Jackson River","0208020105","JU-E","James River Basin","James River","2A","James River - Upper","VAW-I04R_JKS03A00",NA,NA,"S","BRRO","A","TM",NA,37.81111,-79.98889,"I04","JU11",1,NA
"2410","2-JKS028.69","North of Intervale","Blue Ridge","WCRO",0.3,"S",50,"000002","FP","02080201","Upper James","Indian Draft-Jackson River","JU-E","020802010503","Jackson River-Indian Draft","JU11","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VAEQ99-431","020802010503",NA,"jamesu","BRRO","Blue Ridge","VA","Standard","KA","020802010504","VA05","Internal","Jackson River-Indian Draft",0,"N","JU","Indian Draft-Jackson River","0208020105","JU-E","James River Basin","James River","2A","James River - Upper","VAW-I04R_JKS03A00",NA,NA,"S","BRRO","FPM",NA,NA,37.82269,-79.98937,"I04","JU11",1,NA
"2411","2-JKS030.65","ROUTE 687 BRIDGE, CLEARWATER PARK - ALLE","Blue Ridge","WCRO",0.3,"S",50,"000002","PA","02080201","Upper James","Indian Draft-Jackson River","JU-E","020802010503","Jackson River-Indian Draft","JU11","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station","02013000","020802010503",NA,"jamesu","BRRO","Blue Ridge","VA","Standard","KA","020802010504","VA05","Internal","Jackson River-Indian Draft",0,"N","JU","Indian Draft-Jackson River","0208020105","JU-E","James River Basin","James River","2A","James River - Upper","VAW-I04R_JKS03A00","VAW-I04R_JKS04A00",NA,"S","BRRO","A","B","TM,TR",37.84194,-79.98917,"I04","JU11",1,NA
"2412","2-JKS033.06","Below confl with Indian Draft","Blue Ridge","WCRO",0.3,"S",50,"000002","FP","02080201","Upper James","Indian Draft-Jackson River","JU-E","020802010503","Jackson River-Indian Draft","JU11","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA-1012","020802010503",NA,"jamesu","BRRO","Blue Ridge","VA","Standard","KA","020802010504","VA05","Internal","Jackson River-Indian Draft",0,"N","JU","Indian Draft-Jackson River","0208020105","JU-E","James River Basin","James River","2A","James River - Upper","VAW-I04R_JKS04A00","VAW-I04R_JKS04B14",NA,"S","BRRO","FPM","B",NA,37.85853,-79.98352,"I04","JU11",1,NA
"2413","2-PNY005.29","RT. 151 BRIDGE AT GAGING STATION NELSON/","Blue Ridge","VRO",0.3,"S",50,"000002","TR","02080203","Middle James Buffalo","Little Piney River-Piney River","JM-E","020802030505","Piney River-Little Piney River","JM25","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station",NA,"020802030505",NA,"jamesm","VRO","Valley","VA","Standard","NM","020802030506","VA01","Internal","Piney River-Little Piney River",0,"N","JM","Little Piney River-Piney River","0208020305","JM-E","James River Basin","James River","2B","James River - Middle","VAV-H10R_PNY01A00","VAV-H10R_PNY02A00","VAV-H10R_PNY03A04","0.3","VRO","A","TR",NA,37.7025,-79.0275,"H10R","JM25",1,NA
"2414","2-PNY005.30","UPSTREAM OF ROUTE 151 - NELSON/AMHERST C","Blue Ridge","VRO",0.3,"S",50,"000002","RB","02080203","Middle James Buffalo","Little Piney River-Piney River","JM-E","020802030505","Piney River-Little Piney River","JM25","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","BIOMON","Biological Monitoring site",NA,"020802030505",NA,"jamesm","VRO","Valley","VA","Standard","NM","020802030506","VA01","Internal","Piney River-Little Piney River",0,"N","JM","Little Piney River-Piney River","0208020305","JM-E","James River Basin","James River","2B","James River - Middle","VAV-H10R_PNY01A00","VAV-H10R_PNY02A00","VAV-H10R_PNY03A04","0.3","VRO","B","A",NA,37.70194,-79.02778,"H10R","JM25",1,NA
"2415","2BPRS001.90","1 km downstream Greasy Spring Branch","Blue Ridge","VRO",0.3,"S",50,"000002","PA","02080203","Middle James Buffalo","Little Piney River-Piney River","JM-E","020802030505","Piney River-Little Piney River","JM25","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-287","020802030505",NA,"jamesm","VRO","Valley","VA","Standard","NM","020802030506","VA01","Internal","Piney River-Little Piney River",0,"N","JM","Little Piney River-Piney River","0208020305","JM-E","James River Basin","James River","2B","James River - Middle","VAV-H10R_PRS01A00",NA,NA,"0.3","VRO","PA","B",NA,37.7908,-79.1456,"H10R","JM25",1,NA
"2416","8-WEB002.00","WEBB CREEK, RT. 610","Piedmont","PRO",0.3,"S",50,"000002","AW","02080106","Pamunkey","Moncuin Creek","YO-J","020801061002","Moncuin Creek","YO32","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,"020801061002",NA,"york","PRO","Piedmont","VA","Standard","NM","020801061004","VA01","Internal","Moncuin Creek",0,"N","YO","Moncuin Creek","0208010610","YO-J","York River Basin","York River","8",NA,"VAP-F13R_MNQ01A98",NA,NA,"0.3","PRO","A",NA,NA,37.76,-77.21056,"F13R","YO32",1,NA
"2417","8-MCP009.56","Mechumps Cr at Arbor Oak Dr, Ashland","Piedmont","PRO",0.3,"S",50,"000002","TM","02080106","Pamunkey","Mechumps Creek-Pamunkey River","YO-I","020801060901","Pamunkey River-Mechumps Creek","YO27","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020801060901",NA,"york","PRO","Piedmont","VA","Standard","NM","020801060903","VA01","Internal","Pamunkey River-Mechumps Creek",0,"N","YO","Mechumps Creek-Pamunkey River","0208010609","YO-I","York River Basin","York River","8",NA,"VAP-F12R_MCP03A06",NA,NA,"0.3","PRO","A","TM",NA,37.75333,-77.46972,"F12R","YO27",1,NA
"2418","8-MLP002.74","MILLPOND CREEK, RT. 614","Piedmont","PRO",0.3,"S",50,"000002","TM","02080106","Pamunkey","Mechumps Creek-Pamunkey River","YO-I","020801060901","Pamunkey River-Mechumps Creek","YO27","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"020801060901",NA,"york","PRO","Piedmont","VA","Standard","NM","020801060903","VA01","Internal","Pamunkey River-Mechumps Creek",0,"N","YO","Mechumps Creek-Pamunkey River","0208010609","YO-I","York River Basin","York River","8",NA,"VAP-F12R_MLP01A00",NA,NA,"0.3","PRO","A","TM",NA,37.76806,-77.28361,"F12R","YO27",1,NA
"2419","8-PMK082.34","Pamunkey River at RT. 614 BRIDGE","Piedmont","PRO",0,"I",50,"045128","BN","02080106","Pamunkey","Mechumps Creek-Pamunkey River","YO-I","020801060901","Pamunkey River-Mechumps Creek","YO27","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","ATRND","Ambient Trend Station","TF4.1, 01673000","020801060901",NA,"york","PRO","Piedmont","VA","Standard","NM","020801060903","VA01","Internal","Pamunkey River-Mechumps Creek",0,"N","YO","Mechumps Creek-Pamunkey River","0208010609","YO-I","York River Basin","York River","8",NA,"VAP-F12R_PMK01B08",NA,NA,"S","PRO","CB","TR","TM",37.76778,-77.33222,"F12R","YO27",1,NA
"2420","8-PMK087.45","0.66 mile downstream rt. 301","Northern","PRO",0.3,"S",50,"000002","FP","02080106","Pamunkey","Mechumps Creek-Pamunkey River","YO-I","020801060901","Pamunkey River-Mechumps Creek","YO27","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA-1045","020801060901",NA,"york","PRO","Piedmont","VA","Standard","NM","020801060903","VA01","Internal","Pamunkey River-Mechumps Creek",0,"N","YO","Mechumps Creek-Pamunkey River","0208010609","YO-I","York River Basin","York River","8",NA,"VAP-F12R_PMK01B08",NA,NA,"B","PRO","FPM","B",NA,37.79435,-77.36511,"F12R","YO27",1,NA
"2421","8-PMK088.11","Pamunkey River, RT.301, N OF HANOVER","Piedmont","PRO",0.3,"S",50,"11123","QA","02080106","Pamunkey","Mechumps Creek-Pamunkey River","YO-I","020801060901","Pamunkey River-Mechumps Creek","YO27","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,"020801060901",NA,"york","PRO","Piedmont","VA","Standard","NM","020801060903","VA01","Internal","Pamunkey River-Mechumps Creek",0,"N","YO","Mechumps Creek-Pamunkey River","0208010609","YO-I","York River Basin","York River","8",NA,"VAP-F12R_PMK01B08",NA,NA,"0.3","PRO","A","TM","PA",37.78886,-77.36997,"F12R","YO27",1,NA
"2422","8-DKW000.12","DICKEYS SWAMP, RT. 620 BRIDGE","Piedmont","PRO",0.3,"S",50,"000002","AW","02080105","Mattaponi","Garnetts Creek","YO-Q","020801050601","Garnetts Creek","YO58","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,"020801050601",NA,"york","PRO","Piedmont","VA","Standard","NM","020801050602","VA01","Internal","Garnetts Creek",0,"T","YO","Garnetts Creek","0208010506","YO-Q","York River Basin","York River","8",NA,"VAP-F23R_DKW01C98",NA,NA,"0.3","PRO","A","TM",NA,37.73417,-76.96522,"F23R","YO58",1,NA
"2423","8-DKW004.31","DICKEY SWAMP, RT. 631","Piedmont","PRO",0.3,"S",50,"000002","TM","02080105","Mattaponi","Garnetts Creek","YO-Q","020801050601","Garnetts Creek","YO58","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,"020801050601",NA,"york","PRO","Piedmont","VA","Standard","NM","020801050602","VA01","Internal","Garnetts Creek",0,"T","YO","Garnetts Creek","0208010506","YO-Q","York River Basin","York River","8",NA,"VAP-F23R_DKW01B00",NA,NA,"0.3","PRO","A","TM",NA,37.78806,-76.97278,"F23R","YO58",1,NA
"2424","8-DKW005.73","DICKEY SWAMP, RT. 621","Piedmont","PRO",0.3,"S",50,"000002","TM","02080105","Mattaponi","Garnetts Creek","YO-Q","020801050601","Garnetts Creek","YO58","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,"020801050601",NA,"york","PRO","Piedmont","VA","Standard","NM","020801050602","VA01","Internal","Garnetts Creek",0,"T","YO","Garnetts Creek","0208010506","YO-Q","York River Basin","York River","8",NA,"VAP-F23R_DKW01A00",NA,NA,"0.3","PRO","A","TM",NA,37.8075,-76.975,"F23R","YO58",1,NA
"2425","8-DWD000.77","DOGWOOD FORK, RT. 621","Piedmont","PRO",0.3,"S",50,"000002","TM","02080105","Mattaponi","Garnetts Creek","YO-Q","020801050601","Garnetts Creek","YO58","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"020801050601",NA,"york","PRO","Piedmont","VA","Standard","NM","020801050602","VA01","Internal","Garnetts Creek",0,"T","YO","Garnetts Creek","0208010506","YO-Q","York River Basin","York River","8",NA,"VAP-F23R_DWD01A00",NA,NA,"0.3","PRO","TM",NA,NA,37.79361,-76.98472,"F23R","YO58",1,NA
"2426","8-FTS001.98","Fleets Creek at Rt. 631","Piedmont","PRO",0.3,"S",50,"000002","RB","02080105","Mattaponi","Garnetts Creek","YO-Q","020801050601","Garnetts Creek","YO58","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,"020801050601",NA,"york","PRO","Piedmont","VA","Standard","NM","020801050602","VA01","Internal","Garnetts Creek",0,"T","YO","Garnetts Creek","0208010506","YO-Q","York River Basin","York River","8",NA,"VAP-F23R_FTS01A10",NA,NA,"0.3","PRO","B",NA,NA,37.80319,-77.00944,"F23R","YO58",1,NA
"2427","8-GNT001.54","GARNETTS CREEK, RT. 633","Piedmont","PRO",0.3,"S",50,"000002","TM","02080105","Mattaponi","Garnetts Creek","YO-Q","020801050601","Garnetts Creek","YO58","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020801050601",NA,"york","PRO","Piedmont","VA","Standard","NM","020801050602","VA01","Internal","Garnetts Creek",0,"T","YO","Garnetts Creek","0208010506","YO-Q","York River Basin","York River","8",NA,"VAP-F23R_GNT01A00",NA,NA,"0.3","PRO","A","TM",NA,37.70389,-76.95806,"F23R","YO58",1,NA
"2428","8-MKT001.04","MARKET SWAMP, RT. 14","Piedmont","PRO",0.3,"S",50,"000002","TM","02080105","Mattaponi","Garnetts Creek","YO-Q","020801050601","Garnetts Creek","YO58","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"020801050601",NA,"york","PRO","Piedmont","VA","Standard","NM","020801050602","VA01","Internal","Garnetts Creek",0,"T","YO","Garnetts Creek","0208010506","YO-Q","York River Basin","York River","8",NA,"VAP-F23R_MKT01B00",NA,NA,"0.3","PRO","A","TM",NA,37.74083,-76.95,"F23R","YO58",1,NA
"2429","8-XDN000.12","UT TO GARNETTS CRK @RM3.66, RT 620","Piedmont","PRO",0.3,"S",50,"000002","TM","02080105","Mattaponi","Garnetts Creek","YO-Q","020801050601","Garnetts Creek","YO58","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","TMDL","Total Maximum Daily Load sited station",NA,"020801050601",NA,"york","PRO","Piedmont","VA","Standard","NM","020801050602","VA01","Internal","Garnetts Creek",0,"T","YO","Garnetts Creek","0208010506","YO-Q","York River Basin","York River","8",NA,"VAP-F23R_XDN01A00",NA,NA,"0.3","PRO","A","TM",NA,37.72698,-76.96829,"F23R","YO58",1,NA
"2430","2BXRK001.64","Downstream private bridge off Rt. 639","Valley","VRO",0.3,"S",50,"000002","PA","02080203","Middle James Buffalo","Dutch Creek-Rockfish River","JM-J","020802031002","Rockfish River-Dutch Creek","JM40","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-003","020802031002",NA,"jamesm","VRO","Valley","VA","Standard","NM","020802031003","VA01","Internal","Rockfish River-Dutch Creek",0,"N","JM","Dutch Creek-Rockfish River","0208020310","JM-J","James River Basin","James River","2B","James River - Middle","VAV-H16R_XRK01A14",NA,NA,"0.3","VRO","A","B","FPM",37.81138,-78.7299,"H16R","JM40",1,NA
"2431","2-TRT001.23","Tarred Rat Creek at Rt. 687","Piedmont","PRO",0.3,"S",50,"000002","RB","02080205","Middle James Willis","Little Lickinghole Creek","JM-T","020802050502","Little Lickinghole Creek","JM76","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"020802050502",NA,"jamesm","PRO","Piedmont","VA","Standard","NM","020802050503","VA01","Internal","Little Lickinghole Creek",0,"N","JM","Little Lickinghole Creek","0208020505","JM-T","James River Basin","James River","2B","James River - Middle","VAP-H37R_TRT01A08",NA,NA,"S,B","PRO","B",NA,NA,37.7475,-78.02944,"H37R","JM76",1,NA
"2432","2-WHC000.46","White Hall Creek at Rt. 673","Piedmont","PRO",0.3,"S",50,"000002","AW","02080205","Middle James Willis","Little Lickinghole Creek","JM-T","020802050502","Little Lickinghole Creek","JM76","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"020802050502",NA,"jamesm","PRO","Piedmont","VA","Standard","NM","020802050503","VA01","Internal","Little Lickinghole Creek",0,"N","JM","Little Lickinghole Creek","0208020505","JM-T","James River Basin","James River","2B","James River - Middle","VAP-H37R_BLG01A98",NA,NA,"0.3","PRO","A",NA,NA,37.77444,-77.99861,"H37R","JM76",1,NA
"2433","2-XVX000.62","UT Little Lickinghole Cr 1 mi S of Rt 6","Piedmont","PRO",0,"S",50,"000002","FP","02080205","Middle James Willis","Little Lickinghole Creek","JM-T","020802050502","Little Lickinghole Creek","JM76","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VAEQ99-459","020802050502",NA,"jamesm","PRO","Piedmont","VA","Standard","NM","020802050503","VA01","Internal","Little Lickinghole Creek",0,"N","JM","Little Lickinghole Creek","0208020505","JM-T","James River Basin","James River","2B","James River - Middle","VAP-H37R_XVX01A06",NA,NA,"S,B","PRO","FPM","B",NA,37.70772,-77.98956,"H37R","JM76",1,NA
"2434","2BXAP001.46","0.2 miles DS (north) Rt. 6","Piedmont","PRO",0.3,"S",50,"000002","FP","02080205","Middle James Willis","Little Lickinghole Creek","JM-T","020802050502","Little Lickinghole Creek","JM76","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VARS11-274","020802050502",NA,"jamesm","PRO","Piedmont","VA","Standard","NM","020802050503","VA01","Internal","Little Lickinghole Creek",0,"N","JM","Little Lickinghole Creek","0208020505","JM-T","James River Basin","James River","2B","James River - Middle","VAP-H37R_XAP01A16",NA,NA,"S","PRO","FPM","B",NA,37.7375,-78.0485,"H37R","JM76",1,NA
"2435","8-AYL002.27","Aylett Creek at Rt. 600","Piedmont","PRO",0.3,"S",50,"000002","TM","02080105","Mattaponi","Aylett Creek-Mattaponi River","YO-P","020801050504","Mattaponi River-Aylett Creek","YO57","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","AWTSHD","Ambient Watershed Station",NA,"020801050504",NA,"york","PRO","Piedmont","VA","Standard","NM","020801050602","VA01","Internal","Mattaponi River-Aylett Creek",3,"T","YO","Aylett Creek-Mattaponi River","0208010505","YO-P","York River Basin","York River","8",NA,"VAP-F23R_AYL01A12",NA,NA,"0.3","PRO","A","TM",NA,37.77937,-77.10076,"F23R","YO57",1,NA
"2436","8-LDN001.19","London SWAMP, RT. 634","Piedmont","PRO",0.3,"S",50,"000002","RB","02080105","Mattaponi","Aylett Creek-Mattaponi River","YO-P","020801050504","Mattaponi River-Aylett Creek","YO57","STREAM","Station sample at stream(freshwater,freeflow,surface water)","AMBNT","Monitor ambient conditions of environment","SSTUDY","Special Study Station",NA,"020801050504",NA,"york","PRO","Piedmont","VA","Standard","NM","020801050602","VA01","Internal","Mattaponi River-Aylett Creek",3,"T","YO","Aylett Creek-Mattaponi River","0208010505","YO-P","York River Basin","York River","8",NA,"VAP-F23R_LDN01A00",NA,NA,"S,B","PRO","B",NA,NA,37.75889,-77.04806,"F23R","YO57",1,NA
"2437","8-MPN026.57","S of channel, E of Horse Landing","Piedmont","PRO",0.1,"M",50,"015172","C2","02080105","Mattaponi","Aylett Creek-Mattaponi River","YO-P","020801050504","Mattaponi River-Aylett Creek","YO57","ESTURY","Station sample at estuary (freshwater mix with saltwater)","AMBNT","Monitor ambient conditions of environment","APROB","Ambient Probabilistic Station","VA13-034A","020801050504",NA,"york","PRO","Piedmont","VA","Standard","NM","020801050602","VA01","Internal","Mattaponi River-Aylett Creek",3,"T","YO","Aylett Creek-Mattaponi River","0208010505","YO-P","York River Basin","York River","8",NA,"VAP-F23E_MPN03A06",NA,NA,"S,M,B","PRO","C2","CB-B",NA,37.70897,-76.9898,"F23E","YO57",1,NA
