"STATION_ID","ID305B_1","ID305B_2","ID305B_3","ID305B_4","ID305B_5","ID305B_6","ID305B_7","ID305B_8","ID305B_9","ID305B_10","WATER_TYPE","SALINITY","LACUSTRINE","REGION","TYPE_1","TYPE_2","TYPE_3","TYPE_4","TYPE_5","TYPE_6","TYPE_7","TYPE_8","TYPE_9","TYPE_10","LATITUDE","LONGITUDE","WATERSHED","VAHU6","TEMP_EXC","TEMP_SAMP","TEMP_STAT","DO_EXC","DO_SAMP","DO_STAT","PH_EXC","PH_SAMP","PH_STAT","ECOLI_EXC","ECOLI_SAMP","ECOLI_GM_EXC","ECOLI_GM_SAMP","ECOLI_STAT","ENTER_EXC","ENTER_SAMP","ENTER_GM_EXC","ENTER_GM_SAMP","ENTER_STAT","AMMONIA_EXC","AMMONIA_STAT","WAT_MET_EXC","WAT_MET_STAT","WAT_TOX_EXC","WAT_TOX_STAT","SED_MET_EXC","SED_MET_STAT","SED_TOX_EXC","SED_TOX_STAT","FISH_MET_EXC","FISH_MET_STAT","FISH_TOX_EXC","FISH_TOX_STAT","BENTHIC_STAT","BENTHIC_WOE_CAT","BIBI_SCORE","NUT_TP_EXC","NUT_TP_SAMP","NUT_TP_STAT","NUT_CHLA_EXC","NUT_CHLA_SAMP","NUT_CHLA_STAT","COMMENTS","WQS_ID","Buffer Distance","Comments","GNIS_ID","GNIS_Name","FType","FCode","WATER_NAME","BASIN","WQS_COMMEN","SEC","CLASS","SPSTDS","Basin_Code","PWS","Edit_Date","Tier_III","Backlog","ZONE","SECTION_DESCRIPTION","created_user","created_date","last_edited_user","last_edited_date","Shape_Length","Shape_Area","WQS_COMMENT","Trout","StreamType","Lakes_187B"
"4ACAS006.64","VAW-L57R_CAS01A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","FPM","B",NA,NA,NA,NA,NA,NA,NA,NA,36.586861,-79.680944,"L57","RD31",0,1,"IN",0,1,"IN",0,1,"IN",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"J",NA,NA,0,0,NA,0,0,NA,"2020 Cycle: Bio 'J' from VSCI scores of 59.6 (S) and 52.4 (F). This station was sampled as one of the randomly chosen Probabilistic monitoring stations in 2017.  Benthic community samples had low taxa richness and low abundance of pollution-sensitive org","RL_4A_056316","Manual Review | 20 m","Manual Accept |","00982718","Cascade Creek",460,46006,"Cascade Creek","4A",NA,"3b","IV","PWS","Roanoke","Yes",NA,NA,NA,NA,"Cascade Creek and its tributaries.",NA,NA,NA,NA,1114.79852084996,NA,NA,NA,"Perennial",NA
"4ACAS008.11","VAW-L57R_CAS01A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.599833,-79.695639,"L57","RD31",0,1,"IN",0,1,"IN",0,1,"IN",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"J",NA,NA,0,0,NA,0,0,NA,"2020 Cycle: Bio 'J' from VSCI scores of 57.9 (S) and 60.3 (F). This stream is sandy with somewhat embedded riffles. There were some areas of bank scour and bank failure.  The assessment scores are very close to the impairment threshold therefore addition","RL_4A_056394","Manual Review | 20 m","Manual Accept |","00982718","Cascade Creek",460,46006,"Cascade Creek","4A",NA,"3b","IV","PWS","Roanoke","Yes",NA,NA,NA,NA,"Cascade Creek and its tributaries.",NA,NA,NA,NA,591.828729823222,NA,NA,NA,"Perennial",NA
"4ACMC001.58","VAW-L22R_CMC01A12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.12450555,-79.46836667,"L22","RU44",0,12,"S",0,12,"S",0,12,"S",4,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,12,"S",0,0,NA,"2018 Cycle:  Staunton River Bacteria TMDL U.S. EPA approved 6/22/2006.  Fed IDs 24386/23315/23316/24387/24552.  SWCB approved 6/17/2007.  Goose Creek Fed ID 24552 and its tributaries are nested within the Staunton River TMDL Watershed.

No ad","RL_4A_088845","Manual Review | 20 m","Manual Accept |","01464485","Carter Mill Creek",460,46006,"Carter Mill Creek","4A",NA,"5a","III","PWS","Roanoke","Yes",NA,NA,NA,NA,"Tributaries to the Roanoke (Staunton) River from the headwaters of the John Kerr Reservoir to Leesville Dam, unless otherwise designated in this chapter.",NA,NA,NA,NA,1940.31190238443,NA,NA,NA,"Perennial",NA
"4ADAN015.30","VAW-L64R_DAN05A98","VAW-L64R_DAN04A98","VAW-L73R_DAN06A98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A","C","SS,TR",NA,NA,NA,NA,NA,NA,NA,36.69394444,-78.90066667,"L64","RD51",0,36,"S",0,36,"S",0,36,"S",13,36,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,4,"IM",3,"IM",NA,NA,NA,3,36,"O",0,0,NA,"2020 Cycle:  Exceedance of the Mercury (Hg) WQS based tissue value (TV) of 0.3 ppm and the VDH screening value of 0.5 ppm is found in one species from 2017 collections; Blue Catfish (1 fish) ) at 0.70 ppm.  Exceedance of the Mercury (Hg) WQS based tissue","RL_4A_094702","Manual Review | 40 m","Manual Accept |","01465581","Dan River",558,55800,"Dan River","4A",NA,"2","III","","Roanoke",NA,NA,NA,NA,NA,"Dan River and its tributaries from the John Kerr Reservoir to the Virginia/North Carolina state line just east of the Pittsylvania/Halifax County line, unless otherwise designated in this chapter.",NA,NA,NA,NA,755.852746873247,NA,NA,NA,"Artificial Path",NA
"4ADAN021.36","VAW-L64R_DAN04A98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","FPM",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.6665,-78.986694,"L64","RD49",0,1,"IN",0,1,"IN",0,1,"IN",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,"IN",0,"IN",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,1,"IN",0,1,"IN","2020 Cycle: 2017 Probabilistic Station.","RL_4A_093912","Manual Review | 20 m","Manual Accept |","01465581","Dan River",558,55800,"Dan River","4A",NA,"2","III","","Roanoke",NA,NA,NA,NA,NA,"Dan River and its tributaries from the John Kerr Reservoir to the Virginia/North Carolina state line just east of the Pittsylvania/Halifax County line, unless otherwise designated in this chapter.",NA,NA,NA,NA,576.31230510195,NA,NA,NA,"Artificial Path",NA
"4ADAN028.90","VAW-L62R_DAN02A98","VAW-L62R_DAN03A98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A","TR","SS",NA,NA,NA,NA,NA,NA,NA,36.6425,-79.08972222,"L62","RD46",0,70,"S",0,70,"S",0,70,"S",8,30,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,"S",0,NA,0,"S",0,NA,0,NA,0,NA,NA,NA,NA,3,53,"O",0,0,NA,"2018 Cycle: Dan River Coal Ash Response station. 2013 FT/Sediment - PCBs 4 Species. 2014 Dan River Coal Ash Spill Response.","RL_4A_085545","Manual Review | 20 m","Manual Accept |","01465581","Dan River",558,55800,"Dan River","4A",NA,"2","III","","Roanoke",NA,NA,NA,NA,NA,"Dan River and its tributaries from the John Kerr Reservoir to the Virginia/North Carolina state line just east of the Pittsylvania/Halifax County line, unless otherwise designated in this chapter.",NA,NA,NA,NA,795.190063366552,NA,NA,NA,"Artificial Path",NA
"4ADAN042.01","VAW-L60R_DAN01A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","FPM","SS","B",NA,NA,NA,NA,NA,NA,NA,36.552,-79.212,"L60","RD44",0,4,"S",0,4,"S",0,4,"S",0,2,NA,NA,"S",0,0,NA,NA,NA,NA,NA,0,"S",0,"S",0,"S",0,NA,0,NA,0,NA,"W",NA,NA,0,3,"S",0,2,NA,"2018 Cycle: Originally a probabilistic station. 2014 Dan River Coal Ash Response. E.coli and water column metals 'FS' from two obs. Sed 'IN' from one sample. 2013 Large River Probmon - J - Large River non-target for current DEQ sampling techniques. No as","RL_4A_084083","Manual Review | 40 m","Manual Accept |","01465581","Dan River",558,55800,"Dan River","4A",NA,"2","III","","Roanoke",NA,NA,NA,NA,NA,"Dan River and its tributaries from the John Kerr Reservoir to the Virginia/North Carolina state line just east of the Pittsylvania/Halifax County line, unless otherwise designated in this chapter.",NA,NA,NA,NA,1411.79687177059,NA,NA,NA,"Artificial Path",NA
"4ADAN042.80","VAW-L60R_DAN01A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A","SS",NA,NA,NA,NA,NA,NA,NA,NA,36.54088889,-79.214388889,"L60","RD41",0,63,"S",0,63,"S",0,63,"S",2,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,"S",0,NA,0,NA,0,NA,0,"S",0,NA,NA,NA,NA,1,12,"0",0,0,NA,"2020 Cycle: Dan River Special Study Station. Dan River Watershed Bacteria TMDL: EPA Approved - 12/8/2008, SWCB Approved - 4/28/2009.","RL_4A_084092","Manual Review | No connections within 80 m","Manual Accept |","01465581","Dan River",558,55800,"Dan River","4A",NA,"2","III","","Roanoke",NA,NA,NA,NA,NA,"Dan River and its tributaries from the John Kerr Reservoir to the Virginia/North Carolina state line just east of the Pittsylvania/Halifax County line, unless otherwise designated in this chapter.",NA,NA,NA,NA,419.228480750686,NA,NA,NA,"Artificial Path",NA
"4ADAN053.40","VAW-L60R_DAN03A02","VAW-L60R_DAN02A00","VAW-L60R_DAN04A06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.5627,-79.3696,"L60","RD39",0,12,"S",0,12,"S",0,12,"S",4,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,2,12,"O",0,0,NA,"2018 Cycle: 2/11 TP elevated (>0.20 mg/L).","RL_4A_081493","Manual Review | 20 m","Manual Accept |","01465581","Dan River",558,55800,"Dan River","4A",NA,"3","III","","Roanoke",NA,NA,NA,NA,NA,"Dan River and its tributaries from the Virginia/North Carolina state line just east of the Pittsylvania/Halifax County line upstream to the state line just east of Draper, North Carolina, unless otherwise designated in this chapter.",NA,NA,NA,NA,174.177087673613,NA,NA,NA,"Artificial Path",NA
"4ADAN059.97","VAW-L57R_DAN02A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.57587778,-79.43386944,"L57","RD33",0,40,"S",0,40,"S",0,40,"S",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,"S",0,NA,0,"S",0,NA,0,NA,0,NA,NA,NA,NA,0,25,"S",0,0,NA,"2018 Cycle: 2014 Dan River Coal Ash Response data finds water column metals 'FS' from 31 observations (2014-2016).","RL_4A_081298","Manual Review | 40 m","Manual Accept |","01465581","Dan River",558,55800,"Dan River","4A",NA,"3a","III","PWS","Roanoke","Yes",NA,NA,NA,NA,"Dan River and its tributaries from the Schoolfield Dam including the City of Danville's main water intake located just upstream of the Schoolfield Dam, upstream to the Virginia/North Carolina state line.",NA,NA,NA,NA,493.15145303842,NA,NA,NA,"Artificial Path",NA
"4ADEE000.06","VAW-L05R_DEE01A08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","B","TM",NA,NA,NA,NA,NA,NA,NA,NA,37.3316,-79.9512,"L05","RU12",0,16,"S",0,16,"S",1,16,"S",5,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,"IN",0,"S",0,NA,0,NA,0,NA,0,NA,"IM",NA,NA,0,13,"S",0,1,"IN","2018/2020 Cycle:  Bio 'IM' Six VSCI scores (2012, 2015-2016) w/ average score of 47.2 indicating a benthic community dominated by pollution-tolerant taxa in the spring. Midges (Chironomidae) dominated the spring samples; whereas, fall samples had a high","RL_4A_068487","Manual Review | 20 m","Manual Accept |",NA,NA,460,46003,"Deer Branch","4A",NA,"6d","IV","","Roanoke",NA,NA,NA,NA,NA,"Tributaries of the Roanoke River from Niagra Reservoir to Salem's #1 raw water intake, unless otherwise designated in this chapter.",NA,NA,NA,NA,582.709359561982,NA,NA,NA,"Intermittent",NA
"4AFLT002.60","VAW-L79R_FLT02A96","VAW-L79R_FLT03A08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A","B","TR",NA,NA,NA,NA,NA,NA,NA,36.63166667,-78.17166667,"L79","RL14",0,38,"S",0,38,"S",0,38,"S",7,36,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"IM",NA,NA,0,36,"S",0,0,NA,"2020 Cycle: Bio 'IM' from two 2017 VSCI Scores of 50.1 (Spring) & 72.1 (Fall). Flow adj. trend analysis finds improving pH and turbidity trends and degrading temp, Sp.Cond. and TN trends. 2008/2011 Bio 'IM' Flat Creek is a very slow moving stream at riv","RL_4A_133227","Manual Review | 20 m","Manual Accept |","01466647","Flat Creek",460,46006,"Flat Creek","4A",NA,"1","III","PWS","Roanoke","Yes",NA,NA,NA,NA,"Lake Gaston and the John Kerr Reservoir in Virginia and their tributaries in Virginia, unless otherwise designated in this chapter (not including the Roanoke or the Dan Rivers). The Roanoke River Service Authority's water supply intake is in this section.",NA,NA,NA,NA,352.654677675083,NA,NA,NA,"Perennial",NA
"4AFLY001.78","VAW-L69R_FLY02A18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.9533,-79.2111,"L69","RD59",0,2,"S",0,2,"S",0,2,"S",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"J",NA,NA,0,2,"S",0,0,NA,"2018 Cycle: Bio 'J' from two 2016 VSCI surveys: Spring 40.0 and Fall 52.2. At the time of sampling there was a beaver dam just above the reach which may have affected the benthic community. Further sampling is required to accurately assess the waterbody.","RL_4A_090052","Manual Review | 20 m","Manual Accept |","01466743","Flyblow Creek",460,46006,"Unnamed tributary","4A",NA,"2","III","","Roanoke",NA,NA,NA,NA,NA,"Dan River and its tributaries from the John Kerr Reservoir to the Virginia/North Carolina state line just east of the Pittsylvania/Halifax County line, unless otherwise designated in this chapter.",NA,NA,NA,NA,652.561955741551,NA,NA,NA,"Perennial",NA
"4AFNG003.54","VAW-L27R_FNG01A02","VAW-L27R_FNG01A02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","FPM","PA","B",NA,NA,NA,NA,NA,NA,NA,37.23801667,-79.43042778,"L27","RU55",0,13,"S",0,13,"S",0,13,"S",12,13,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,"IN",0,"IN",0,NA,0,NA,0,NA,0,NA,"IM",NA,NA,0,13,"S",0,1,NA,"2018 Cycle: 2016 Probabilistic Ambient and Probabilistic station. Bio 'IM' from one 2016 VSCI score of 37.1.","RL_4A_089664","Manual Review | 20 m","Manual Accept |","01466452","Falling Creek",460,46006,"Falling Creek","4A",NA,"5a","III","PWS","Roanoke","Yes",NA,NA,NA,NA,"Tributaries to the Roanoke (Staunton) River from the headwaters of the John Kerr Reservoir to Leesville Dam, unless otherwise designated in this chapter.",NA,NA,NA,NA,2602.59781440577,NA,NA,NA,"Perennial",NA
"4AFRV002.78","VAW-L34R_FRV01A00","VAW-L34R_FRV02A00","VAW-L34R_FRV03A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A","TM",NA,NA,NA,NA,NA,NA,NA,NA,37.04888889,-78.92944445,"L34","RU71",0,12,"S",0,12,"S",0,12,"S",7,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,12,"S",0,0,NA,"2012 - No New Data

PWS; 2004 Falling River TMDL EPA Approved 7/9/2004; Ambient Sediment Sample

2007-2008 Roanoke River PCB TMDL Sampling

USGS Temperature Data
Level III - 0/14","RL_4A_103315","Manual Review | 40 m","Manual Accept |","01466457","Falling River",558,55800,"Falling River","4A",NA,"5a","III","PWS","Roanoke","Yes",NA,NA,NA,NA,"Tributaries to the Roanoke (Staunton) River from the headwaters of the John Kerr Reservoir to Leesville Dam, unless otherwise designated in this chapter.",NA,NA,NA,NA,1201.97638274037,NA,NA,NA,"Artificial Path",NA
"4AFRV010.99","VAW-L34R_FRV04A00","VAW-L34R_FRV05A02","VAW-L34R_FRV06A02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A","TM","TR",NA,NA,NA,NA,NA,NA,NA,37.12666667,-78.96,"L34","RU69",0,36,"S",0,36,"S",0,36,"S",21,36,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,2,36,"S",0,0,NA,"2018 Cycle: 2016 flow adj. trend analysis finds degrading temperature, Sp. Cond., and TN trends. pH has an improving trend. 2004 Falling River TMDL EPA Approved 7/9/2004. 2012 Trend Analysis Performed - Statistically significant trends were detected (TN","RL_4A_104082","Manual Review | 40 m","Manual Accept |","01466457","Falling River",558,55800,"Falling River","4A",NA,"5d","III","","Roanoke",NA,NA,NA,NA,NA,"Falling River and its tributaries from 5 miles above Dan River, Inc. raw water intake to its headwaters.",NA,NA,NA,NA,1824.77803410367,NA,NA,NA,"Artificial Path",NA
"4AFRV025.34","VAW-L32R_FRV01A06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","TM",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2625,-78.90027778,"L32","RU66",0,12,"S",0,12,"S",0,12,"S",4,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,"2014/2016/2018 Cycle: 2004 Falling River TMDL EPA Approved 7/9/2004","RL_4A_105241","Manual Review | 20 m","Manual Accept |","01466457","Falling River",460,46006,"Falling River","4A",NA,"5d","III","","Roanoke",NA,NA,NA,NA,NA,"Falling River and its tributaries from 5 miles above Dan River, Inc. raw water intake to its headwaters.",NA,NA,NA,NA,1190.98555582214,NA,NA,NA,"Perennial",NA
"4AGOB003.86","VAW-L51L_GOB02A06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"YES","BRRO","A","L",NA,NA,NA,NA,NA,NA,NA,NA,36.79916667,-80.10111111,"L51","RD20",0,97,"S",2,42,"S",0,16,"S",1,14,NA,NA,"S",0,0,NA,NA,NA,NA,NA,0,NA,0,"S",0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,2,"S",0,2,"S","Fairystone Lake DEQ Data Summary: TEMP: 0/97; DO: 2/42; PH: 0/16; ECOLI: 1/14; TP: 0/2; CHLA: 0/2","LP_4A_002601","Manual Review | NA","Manual Accept |","01488924","Fairy Stone Lake",390,39009,"Fairystone Lake (Goblin Town Creek)","4A",NA,"3e","IV","","Roanoke",NA,NA,NA,NA,NA,"Philpott Reservoir, Fairystone Lake and their tributaries.",NA,NA,NA,NA,8527.28040789383,525588.270673918,NA,NA,NA,"y"
"4AGSF002.16","VAW-L20R_GSF01A04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.37944444,-79.73111111,"L20","RU39",0,12,"S",0,12,"S",0,12,"S",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,0,NA,"2020 Cycle: Ambient station.","RL_4A_070964","Manual Review | 20 m","Manual Accept |",NA,NA,460,46003,"Goose Creek Upper","4A",NA,"5a","III","PWS","Roanoke","Yes",NA,NA,NA,NA,"Tributaries to the Roanoke (Staunton) River from the headwaters of the John Kerr Reservoir to Leesville Dam, unless otherwise designated in this chapter.",NA,NA,NA,NA,1950.50652575212,NA,NA,NA,"Intermittent",NA
"4AGSY004.60","VAW-L64R_GSY01A08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","B","A",NA,NA,NA,NA,NA,NA,NA,NA,36.64972222,-78.87055556,"L64","RD51",0,19,"S",0,19,"S",0,19,"S",8,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"IM",NA,NA,2,12,"O",0,0,NA,"2020 Cycle: E.coli listed [NESTED TMDL ID: 36223]. 4AGSY004.60 exhibits significant seasonal variability and a VSCI score close to the impairment cutoff of 60. Very low flows are characteristic of this waterbody. Further sampling is required to accuratel","RL_4A_094772","Manual Review | 40 m","Manual Accept |","01467368","Grassy Creek",460,46003,"Grassy Creek","4A",NA,"2","III","","Roanoke",NA,NA,NA,NA,NA,"Dan River and its tributaries from the John Kerr Reservoir to the Virginia/North Carolina state line just east of the Pittsylvania/Halifax County line, unless otherwise designated in this chapter.",NA,NA,NA,NA,604.650402352873,NA,NA,NA,"Intermittent",NA
"4AHCK000.51","VAW-L34R_HCK01A10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A","B",NA,NA,NA,NA,NA,NA,NA,NA,37.11861111,-78.96777778,"L34","RU69",0,2,"S",0,2,"S",0,1,"IN",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"FS",NA,NA,0,0,NA,0,0,NA,"2018 Cycle: Bio 'FS' - 2010/2012/2015 from four VSCI surveys averaging 68.7. Seasonal variability in 2010 necessitated further sampling of 4AHCK000.51. Additional sampling yielded consistent scores above the assessment threshold. Riparian vegetation was","RL_4A_103940","Manual Review | 20 m","Manual Accept |","01467979","Hickory Creek",460,46006,"Hickory Creek","4A",NA,"5d","III","","Roanoke",NA,NA,NA,NA,NA,"Falling River and its tributaries from 5 miles above Dan River, Inc. raw water intake to its headwaters.",NA,NA,NA,NA,1362.87497435255,NA,NA,NA,"Perennial",NA
"4AHEN004.27","VAW-L39R_HEN02A04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,36.92638889,-78.63611111,"L39","RU85",0,3,"S",0,3,"S",0,3,"S",0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"IM",NA,NA,0,0,NA,0,0,NA,"2018 Cycle: Bio 'IM' from four VSCI surveys with an average score of 59.6. 2009/2012 Bio 'IM' - 4AHEN004.27 exhibits significant seasonal variation. Additional data were collected in 2012 and characterize the stream community as unbalanced. Sediment and","RL_4A_106730","Manual Review | 40 m","Manual Accept |","01468294","Horsepen Creek",460,46006,"Horsepen Creek","4A",NA,"5a","III","PWS","Roanoke","Yes",NA,NA,NA,NA,"Tributaries to the Roanoke (Staunton) River from the headwaters of the John Kerr Reservoir to Leesville Dam, unless otherwise designated in this chapter.",NA,NA,NA,NA,1718.45167855006,NA,NA,NA,"Perennial",NA
"4AHPN001.62","VAW-L18R_HPN01A06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A","TM",NA,NA,NA,NA,NA,NA,NA,NA,36.92875556,-79.52600833,"L18","RU36",0,35,"S",0,35,"S",0,35,"S",20,35,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,1,35,"O",0,0,NA,"2018 Cycle: NESTED Pigg River (Harpen Cr.) Bacteria TMDL Study U.S. EPA approved on 9/11/2006 and SWCB approved 6/27/2007. Fed ID 30414.  Bacteria Implementation Plan SWCB approved 12/13/2010.  Originally 303(d) Listed 2006 for FC.

Outside D","RL_4A_087515","Manual Review | 40 m","Manual Accept |","01467760","Harpen Creek",460,46006,"Harpen Creek","4A",NA,"6a","III","","Roanoke",NA,NA,NA,NA,NA,"Tributaries of the Roanoke River from Leesville Dam to Niagra Reservoir, unless otherwise designated in this chapter.",NA,NA,NA,NA,1510.05440767648,NA,NA,NA,"Perennial",NA
"4AHRN004.93","VAW-L47R_HRN01A00","VAW-L47R_HRN02A00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","A","B","TM",NA,NA,NA,NA,NA,NA,NA,36.63138889,-80.00555556,"L47","RD11",0,28,"S",0,27,"S",0,28,"S",9,22,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"IM",NA,NA,0,22,"S",0,0,NA,"2016/2018 Cycle: No new data since 2014. Dan River Bacteria TMDL U.S. EPA approved 12/08/2008 Fed ID: 35748.  SWCB approved 4/28/2009. Bio 'IM' Five VSCI surveys (Fall 2009, Fall 2010 and Spring/Fall 2013 & 2014) with an average score of 53.3. Fall samp","RL_4A_053294","Manual Review | 40 m","Manual Accept |","01468268","Horse Pasture Creek",460,46006,"Horse Pasture Creek Middle","4A",NA,"4","III","","Roanoke",NA,NA,NA,NA,NA,"Intrastate tributaries to the Dan River above the Virginia/North Carolina state line just east of Draper, North Carolina, to their headwaters, unless otherwise designated in this chapter.",NA,NA,NA,NA,1479.62597234005,NA,NA,NA,"Perennial",NA
"4AJKN003.18","VAW-L18R_JKN01A20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","FPM","B",NA,NA,NA,NA,NA,NA,NA,NA,36.970403,-79.597156,"L18","RU36",0,2,"S",0,2,"S",0,2,"S",0,1,NA,NA,"IN",0,0,NA,NA,NA,NA,NA,0,"IN",0,"S",0,NA,0,NA,0,NA,0,NA,"IM",NA,NA,0,2,"S",0,1,"IN","2020 Cycle: Bio 'IM' from two 2018 VSCI Scores of 50.2 (S) and 57.6 (F). This station was a randomly chosen site surveyed as part of the Probabilistic monitoring program in 2018.  Both samples indicated a community dominated by midges (Chironomidae) and","RL_4A_062008","Manual Review | 20 m","Manual Accept |","01468871","Jonnikin Creek",460,46006,"Pigg River Lower","4A",NA,"6a","III","","Roanoke",NA,NA,NA,NA,NA,"Tributaries of the Roanoke River from Leesville Dam to Niagra Reservoir, unless otherwise designated in this chapter.",NA,NA,NA,NA,428.601995433009,NA,NA,NA,"Perennial",NA
"4ALRO010.18","VAW-L39R_LRO02A10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRRO","B",NA,NA,NA,NA,NA,NA,NA,NA,NA,37.10138889,-78.5625,"L39","RU81",0,14,"S",0,14,"S",0,14,"S",5,12,NA,NA,"IM",0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,"IM",NA,NA,0,12,"S",0,0,NA,"2020 Cycle: New Bacteria listing. Bio 'IM' from four VSCI surveys (2012, 2015) with an average VSCI score of 50.8. 2012 Bio 'IM' - This stream had good habitat, a good riparian zone, and relatively stable banks. There was some sediment deposition occurr","RL_4A_137688","Manual Review | 40 m","Manual Accept |","01473295","Roanoke Creek",460,46006,"Little Roanoke Creek","4A",NA,"5a","III","PWS","Roanoke","Yes",NA,NA,NA,NA,"Tributaries to the Roanoke (Staunton) River from the headwaters of the John Kerr Reservoir to Leesville Dam, unless otherwise designated in this chapter.",NA,NA,NA,NA,468.273733068516,NA,NA,NA,"Perennial",NA
